PointID;HorizontID;Upper limit;Lower limit;Horizon symbol;Soil texture class;Soil colour;Stones;Carbonate class;Organic matter content class;Rooting intensity
72;5;98;135;"II; Gor";Lu;5Y 5/2;1;C0;h0;
72;6;135;201;"III; Gr";fS;5Y 6/2;1;C0;h0;
73;1;0;34;"I; Ap";Sl3;10YR 4/3;3;C0;h3;Wf4
73;2;34;48;"I; Bv";Sl3;10YR 5/4;2;C0;h1;Wf2
73;3;48;70;"I; Swd";Sl3;10YR 5/4;2;C0;h0;Wf2
73;4;70;200;"II; Sd";Ls3;2.5Y 7/3;3;C0;h0;Wf1
74;1;0;32;"I; Sw-Ap";Slu;10YR 4/2;1;C0;h3;Wf3
74;2;32;51;"I; Sd";Lu;7.5YR 6/6;0;C0;h0;Wf1
74;3;51;66;"II; Sw";Su2;2.5Y 7/3;0;C0;h0;Wf1
74;4;66;105;"III; Swd";Sl3;2.5Y 7/3;0;C0;h0;Wf1
74;5;105;200;"IV; Sd";Ls3;2.5Y 6/4;0;C0;h0;
75;1;0;30;"I; rAp";Sl2;10YR 3/3;3;C0;h3;Wf4
75;2;30;67;"II; Bt";Ls4;10YR 4/4;3;C0;h0;Wf2
75;3;67;97;"II; ilCv";Ls4;10YR 5/4;3;C0;h0;Wf1
75;4;97;170;"II; elCv";Ls4;10YR 5/3;3;C3.3;h0;
76;1;0;10;"I; tbSw-Ah";Tu3;10YR 3/2;0;C0;h4;Wf6
76;2;10;26;"I; tbSw-rAp";Tu3;10YR 3/2;0;C0;h3;Wf4
76;3;26;54;"II; tbSq";Tu3;2.5Y 4/2;0;C0;h1;Wf2
76;4;54;85;"II; tbGor";Tu2;5Y 4/1;0;C0;h0;Wf1
76;5;85;183;"II; tbeGr";Tu3;5Y 5/1;0;C3.3;h0;
76;6;183;201;"III; tbeGr";Us;5Y 4/1;0;C3.3;h0;
77;1;0;12;"I; tbrGo-Ah";Lt2;10YR 3/2;0;C0;h4;Wf6
77;2;12;50;"I; tbGo1";Lt2;10YR 4/2;0;C0;h2;Wf5
77;3;50;74;"I; tbGo2";Lt2;2.5Y 4/2;0;C0;h2;Wf3
77;4;74;160;"II; tbGro";Tu3;2.5Y 5/1;0;C0;h1;
77;5;160;201;"III; tmGr";Slu;5Y 5/2;0;C3.2;h0;
78;1;0;30;"I; tpAp";Uls;10YR 3/2;0;C0;h3;Wf4
78;2;30;52;"I; tpGo";Uls;2.5Y 4/2;0;C0;h2;Wf3
78;3;52;72;"I; tpeGro";Slu;2.5Y 5/2;0;C3.3;h1;Wf2
78;4;72;175;"I; tpeGor";Slu;5Y 5/1;0;C3.2;h0;Wf0
78;5;175;201;"II; tpGr";Tu3;5Y 4/1;0;C0;h0;
80;1;0;30;"I; Ap";Sl2;10YR 3/3;5;C0;h3;Wf3
80;2;30;42;"I; M";Sl2;10YR 3/3;5;C0;h2;Wf3
80;3;42;54;"II; Sw";Sl2;2.5Y 5/3;11;C0;h2;Wf2
80;4;54;110;"III; Sw";Su2;2.5Y 5/2;5;C0;h1;Wf1
80;5;110;201;"III; Swd-ilCv";Sl2;2.5Y 5/3;3;C0;h0;
81;1;0;30;"I; Aep";fSms;7.5YR 3/1;1;C0;h3;Wf4
81;2;30;40;"I; Bhs";fSms;5YR 3/2;1;C0;h2;Wf2
81;3;40;53;"I; Bs";fSms;7.5YR 4/4;1;C0;h1;Wf2
81;4;53;70;"II; rBs-Go";fS;10YR 5/6;1;C0;h1;Wf1
81;5;70;96;"II; rGo";fS;2.5Y 7/3;1;C0;h0;
81;6;96;201;"II; rGr";fS;2.5YR 6/3;1;C0;h0;
82;1;0;23;"I; Ap";Su2;10YR 2/1;2;C0;h4;Wf4
82;2;23;32;"I; Bhs";fSms;5YR 4/3;2;C0;h1;Wf4
82;3;32;46;"I; Bs";fSms;10YR 6/6;2;C0;h1;Wf2
82;4;46;66;"II; Gw";fSms;10YR 6/4;2;C0;h0;Wf1
82;5;66;180;"II; Gr";mSfs;2.5Y 6/2;2;C0;h0;Wf0
83;1;0;12;"I; Ah1";mSfs;7.5YR 3/2;10;C0;h3;Wf6
83;2;12;21;"I; Ah2";mSfs;7.5YR 3/2;15;C0;h3;Wf4
83;3;21;34;"I; Bv1";mSfs;7.5YR 4/4;25;C0;h1;Wf3
83;4;34;50;"I; Bv2";mSfs;10YR 5/6;25;C0;h1;Wf2
83;5;50;70;"I; ilCv-Bv";mSfs;10YR 5/4;25;C0;h1;Wf1
83;6;70;96;"I; ilCv";mSfs;10YR 6/4;25;C0;h0;
83;7;96;201;"II; ilCv";mSfs;10YR 7/4;3;C0;h0;
84;1;0;12;"I; nHv1";Ha;10YR 2/1;0;C0;h7;Wf6
84;2;12;30;"I; nHv2";Ha;10YR 2/1;0;C0;h7;Wf4
84;3;30;50;"I; nHw";Hnr;10YR 2/1;0;C0;h7;Wf2
84;4;50;201;"I; nHr";Hnr;7.5YR 2.5/2;0;C0;h7;
85;1;0;32;"I; Ap";Sl4;10YR 3/2;2;C0;h3;Wf4
85;2;32;52;"I; Sw-Al";Ls4;10YR 5/3;4;C0;h1;Wf3
85;3;52;100;"II; Bt-Sd";Ls3;2.5YR 5/4;2;C0;h0;Wf2
85;4;100;188;"II; ilCv-Sd";Ls3;2.5YR 5/3;2;C0;h0;
85;5;188;201;"III; elCv";Ls4;2.5YR 5/3;2;C3.3;h0;
86;1;0;10;"I; Ah";Sl3;10YR 3/3;4;C0;h3;Wf4
86;2;10;34;"I; rAp";Sl3;10YR 3/3;4;C0;h3;Wf3
86;3;34;46;"II; Sw";Sl3;10YR 5/3;4;C0;h1;Wf2
86;4;46;70;"III; Sd1";Ls4;10YR 5/4;4;C0;h1;Wf1
86;5;70;110;"III; Sd2";Ls4;2.5Y 5/3;2;C0;h0;Wf1
86;6;110;201;"III; Sd-ilCv";Ls4;2.5Y 5/3;2;C0;h0;
87;1;0;28;"I; Ap";Sl3;10YR 3/3;3;C0;h3;Wf4
87;2;28;48;"I; M";Sl3;10YR 3/3;3;C0;h3;Wf3
87;3;48;72;"II; Swd-Bt";Sl4;10YR 4/4;2;C0;h1;Wf2
87;4;72;97;"II; Swd";Ls4;2.5Y 5/4;2;C0;h0;Wf1
87;5;97;160;"II; Swd-ilCv1";Sl4;2.5Y 5/3;2;C0;h0;
87;6;160;201;"II; Swd-ilCv2";Ls4;2.5Y 5/3;2;C0;h0;
88;1;0;30;"I; Ap";Sl4;10YR 2/1;3;C0;h5;Wf4
88;2;30;50;"I; M";Sl4;10YR 2/1;4;C0;h4;Wf3
88;3;50;83;"II; faGo-Aa";Sl4;10YR 2/1;2;C0;h6;Wf2
88;4;83;105;"III; aGo";Sl2;2.5Y 5/2;2;C0;h1;Wf0
88;5;105;120;"IV; eGro";Sl2;2.5Y 5/2;4;C4;h0;Wf0
88;6;120;180;"IV; eGr1";Sl2;5Y 5/2;4;C4;h0;Wf0
88;7;180;201;"IV; eGr2";Ls4;5Y 5/2;4;C4;h0;Wf0
89;1;0;33;"I; Ap";Sl4;10YR 3/3;3;C0;h3;Wf4
89;2;33;52;"I; Sdw-Bvt";Ls3;10YR 4/4;3;C0;h1;Wf3
89;3;52;97;"II; Sd";Lts;2.5Y 5/4;3;C0;h0;Wf2
89;4;97;201;"III; eSd-lCv";Ls3;2.5Y 5/3;3;C4;h0;
91;1;0;30;"I; Ap";Sl2;10YR 3/3;3;C0;h3;Wf4
91;2;30;40;"I; Al";Sl2;10YR 4/3;3;C0;h2;Wf2
91;3;40;70;"II; Bt";Ls3;7.5YR 4/4;3;C0;h1;Wf2
91;4;70;201;"II; elCv";Sl4;10YR 5/4;3;C3.4;h0;Wf1
92;1;0;34;"I; Ap";Sl3;10YR 3/3;3;C0;h3;Wf4
92;2;34;70;"I; Sw-Bv";Sl3;10YR 4/3;3;C0;h1;Wf2
92;3;70;110;"II; eSdw";Ls4;10YR 6/2;3;C3.3;h0;Wf1
92;4;110;201;"II; eSwd";Ls4;10YR 6/4;3;C3.3;h0;
93;1;0;32;"I; Ap";Sl2;10YR 3/2;2;C0;h3;Wf4
93;2;32;60;"I; rGo-Ah";Sl2;10YR 4/2;2;C0;h2;Wf3
93;3;60;70;"I; Go";fS;2.5Y 7/4;1;C0;h0;Wf2
93;4;70;80;"II; Gro";mSfs;2.5Y 7/4;3;C0;h0;Wf1
93;5;80;140;"II; Gor";fS;2.5Y 7/3;0;C0;h0;
93;6;140;200;"II; Gr";fS;5Y 6/3;0;C0;h0;
95;1;0;28;"I; Ap";Su3;10YR 4/2;1;C0;h3;Wf4
95;2;28;54;"I; M";Su3;10YR 4/2;1;C0;h3;Wf2
95;3;54;72;"II; Sw";Su3;2.5Y 6/3;1;C0;h0;Wf1
95;4;72;200;"III; Sd";Sl4;2.5Y 6/4;4;C0;h0;W0
96;1;0;46;"I; Ap";Sl3;10YR 3/2;2;C0;h3;Wf4
96;2;46;52;"I; Sw";Sl2;2.5Y 7/2;0;C0;h2;Wf2
96;3;52;70;"II; Swd";Sl4;10YR 6/8;0;C0;h1;Wf2
96;4;70;80;"III; Sd";Tu3;2.5Y 6/2;0;C1;h1;Wf2
96;5;80;120;"IV; eGro";Su4;2.5Y 6/3;0;C4;h0;Wf1
96;6;120;150;"V; Gor";mSfs;2.5Y 6/2;0;C2;h0;
96;7;150;200;"V; Gr";fSms;2.5Y 5/2;0;C2;h0;
97;1;0;13;"I; tbSw-Ah";Slu;10YR 3/2;0;C0;h3;Wf6
97;2;13;26;"I; tbSw-rAp";Slu;10YR 4/2;0;C0;h2;Wf4
97;3;26;52;"II; tbSq1";Ls3;10YR 4/2;0;C0;h1;Wf3
97;4;52;83;"II; tbSq2";Tu3;2.5Y 4/2;0;C0;h1;Wf1
97;5;83;98;"III; tbGor1";Slu;2.5Y 4/1;0;C0;h1;
97;6;98;133;"III; tbGor2";Uls;5Y 5/1;0;C0;h0;
97;7;133;170;"IV; tbeGr";fS;5Y 6/1;0;C3.2;h0;
97;8;170;201;"V; tbeGr";Us;5Y 4/1;0;C3.2;h0;
98;1;0;30;"I; tbSw-Ap";Lu;2.5Y 3/2;0;C0;h3;Wf4
98;2;30;50;"II; ftbAh°Sd";Lt2;2.5Y 4/2;0;C0;h2;Wf2
98;3;50;70;"II; ftbGo°Sd";Tu3;2.5Y 4/1;0;C0;h1;Wf1
98;4;70;97;"II; tbGro";Tu3;2.5Y 5/2;0;C0;h1;
98;5;97;145;"III; tbeGor";Slu;5Y 5/2;0;C3.2;h0;
98;6;145;201;"III; tbeGr";Su4;5Y 5/1;0;C3.2;h0;
100;1;0;10;"I; rnHv+jAh";Lt3;10YR 3/1;0;C0;h6;Wf6
100;2;10;33;"I; jlCv+nHv";Hn;10YR 4/2;0;C0;h7;Wf5
100;3;33;46;"II; tmoGr+nHr";Hn;10YR 2/1;0;C0;h7;Wf3
100;4;46;100;"III; tmoGr";Tu4;GLEY1 6/N;0;C0;h4;Wf3
101;1;0;14;"I; rnHm";Ha;10YR 2/1;1;C0;h7;Wf6
101;2;14;28;"I; rnHa";Ha;10YR 2/1;1;C0;h7;Wf5
101;3;28;50;"II; Ae-Gw";fS;7.5YR 2.5/1;0;C0;h3;Wf2
101;4;50;90;"II; Ae+Bh-Gw";fS;5YR 2.5/1;0;C0;h4;Wf1
101;5;90;98;"III; fAh°Gr";fS;2.5Y 2.5/1;0;C0;h4;
101;6;98;134;"III; fBsh°Gr";fSms;7.5YR 4/3;0;C0;h1;
101;7;134;180;"III; fBs°Gr";fS;7.5YR 4/6;0;C0;h1;
102;1;0;10;"I; R-Ah";Sl2;10YR 3/2;5;C0;h4;Wf6
102;2;10;34;"I; R-Sw-rAp";Sl2;10YR 3/2;5;C0;h3;Wf4
102;3;34;54;"I; R+Ah+Sw";Su2;10YR 4/2;5;C0;h3;Wf3
102;4;54;70;"I; Sw";Su2;10YR 6/4;5;C0;h1;Wf1
102;5;70;120;"II; Sd";Sl4;2.5Y 6/3;3;C0;h0;
102;6;120;166;"III; Sw-ilCv";Sl3;10YR 6/3;3;C0;h0;
102;7;166;201;"IV; ilCv";Sl4;10YR 6/4;3;C0;h0;
104;1;0;12;"I; Aeh";fSms;10YR 2/1;0;C0;h4;Wf6
104;2;12;34;"I; rAep";fSms;10YR 3/1;0;C0;h3;Wf4
104;3;34;42;"I; Bhs";fSms;5YR 2.5/2;0;C0;h2;Wf1
104;4;42;54;"I; Go-Bs";fSms;5YR 4/6;0;C0;h0;Wf1
104;5;54;96;"I; Bs-Go";fSms;10YR 6/6;0;C0;h0;
104;6;96;135;"I; Go";fSms;10Y 6/4;0;C0;h0;
104;7;135;201;"I; Gr";fSms;2.5Y 6/4;0;C0;h0;
106;1;0;33;"I; Ap";Sl2;10YR 3/3;5;C0;h3;Wf3
106;2;33;46;"I; Sw-M";Su2;10YR 4/3;5;C0;h1;Wf2
106;3;46;68;"II; fAp°Swd";Sl2;10YR 3/2;10;C0;h2;Wf2
106;4;68;140;"III; Sw-ilCv";mSfs;10YR 6/2;3;C0;h0;
106;5;140;195;"III; ilCv-Sw";mSfs;10YR 6/3;3;C0;h0;
106;6;195;201;"IV; ilCv-Sd";Sl4;10YR 5/3;3;C0;h0;
107;1;0;30;"I; Ap";Sl3;10YR 3/3;10;C0;h3;Wf3
107;2;30;66;"II; Sw-Al";Sl3;7.5YR 5/4;45;C0;h1;Wf2
107;3;66;96;"III; Sd-Bt";Ls3;10YR 4/4;5;C0;h0;Wf1
107;4;96;160;"IV; elCv";mSgs;10YR 6/4;3;C3.4;h0;
107;5;160;201;"V; elCv";Ls3;10YR 5/4;3;C3.4;h0;
112;1;0;34;"I; Ap";Sl4;10YR 3/3;5;C0;h3;Wf3
112;2;34;54;"I; M";Sl4;10YR 4/3;8;C0;h2;Wf2
112;3;54;83;"I; M-Sw";Sl3;10YR 4/2;8;C0;h2;Wf2
112;4;83;125;"II; Sw";Sl4;2.5Y 5/4;17;C0;h0;
112;5;125;201;"III; Sd";Ls3;2.5Y 5/3;4;C0;h0;
113;1;0;34;"I; Ap";Ls3;10YR 3/2;4;C0;h3;Wf4
113;2;34;47;"I; Sdw-Bt";Lts;10YR 4/2;4;C0;h2;Wf3
113;3;47;73;"I; Bt-Swd";Lts;2.5Y 5/3;4;C0;h1;Wf2
113;4;73;96;"II; Sd";Ls3;2.5Y 5/3;4;C0;h0;Wf2
113;5;96;201;"III; elCv";Ls3;2.5Y 6/3;2;C3.4;h0;Wf0
114;1;0;14;"I; Ap";Sl4;10YR 3/3;5;C0;h2;Wf3
114;2;14;39;"I; rAp";Sl4;10YR 3/3;5;C0;h2;Wf3
114;3;39;54;"I; rAp+Bt";Ls3;10YR 4/4;5;C0;h1;Wf2
114;4;54;100;"I; Bt";Ls3;10YR 4/4;5;C0;h0;Wf1
114;5;100;175;"I; ilCv";Ls3;10YR 5/4;5;C0;h0;
114;6;175;201;"I; elCv";Ls3;10YR 6/4;5;C3.3;h0;
116;1;0;32;"I; Ap";Ls2;10YR 4/2;4;C0;h3;Wf4
116;2;32;40;"I; rAp";Ls2;10YR 4/2;4;C0;h3;Wf3
116;3;40;74;"I; Sdw-Bt";Lt2;10YR 4/6;4;C1;h1;Wf2
116;4;74;155;"I; elCv";Lu;10YR 6/8;2;C3.4;h1;Wf1
116;5;155;201;"I; eSw-elCv";Lt2;10YR 6/6;2;C4;h0;Wf0
119;1;0;34;"I; Ap";Ls4;10YR 3/3;1;C0;h3;Wf5
119;2;34;70;"I; Sdw";Ls4;2.5Y 5/4;1;C0;h0;Wf3
119;3;70;102;"I; Swd";Ls4;2.5Y 6/2;1;C0;h0;Wf1
119;4;102;201;"II; eSd";Ls4;2.5Y 5/4;1;C3.3;h0;
120;1;0;22;"I; Ap1";Sl3;10YR 2/2;4;C0;h3;Wf4
120;2;22;40;"I; Ap2";Sl3;10YR 3/2;2;C0;h2;Wf3
120;3;40;50;"I; Al-Sw";Sl3;10YR 4/3;2;C0;h1;Wf2
120;4;50;148;"I; Bt-Swd";Ls3;10YR 4/4;4;C0;h0;Wf1
120;5;148;190;"I; elCv";Lts;10YR 4/3;---;C5;h0;
121;1;0;22;"I; rAa";Tu3;10YR 2/2;0;C0;h6;Wf5
121;2;22;48;"I; eSd1";Tu3;5Y 5/2;1;C5;h1;Wf3
121;3;48;120;"I; eSd2";Tu2;5Y 5/2;0;C5;h0;Wf1
121;4;120;200;"I; elCv";Tu2;5Y 5/2;0;C5;h0;
123;1;0;32;"I; Ap";Sl2;10YR 3/3;2;C0;h3;Wf4
123;2;32;96;"I; Bv";Sl2;10YR 4/3;2;C0;h1;Wf2
123;3;96;140;"I; ilCv";Su3;10YR 6/6;1;C0;h0;
123;4;140;201;"II; ilCv";Sl4;10YR 5/4;1;C0;h0;
124;1;0;32;"I; tmAp";Slu;10YR 3/2;0;C0;h3;Wf3
124;2;32;54;"I; tmGo";fSms;2.5Y 5/2;0;C0;h1;Wf2
124;3;54;70;"II; tmGo";Su3;2.5Y 6/2;0;C0;h0;Wf1
124;4;70;110;"II; tmeGro";Uls;2.5Y 5/2;0;C3.4;h0;Wf1
124;5;110;180;"II; tmeGor";Su2;5Y 5/2;0;C3.4;h0;
124;6;180;201;"II; tmeGr";Su2;GLEY1 4/5GY;1;C3.4;h0;
125;1;0;27;"I; tmAp";Ut4;10YR 4/2;0;C0;h4;Wf4
125;2;27;39;"I; tmrAp";Ut4;10YR 5/2;0;C0;h2;Wf3
125;3;39;68;"I; tmrGo";Ut3;10YR 6/2;0;C0;h2;Wf1
125;4;68;80;"I; tmeGo";Ut3;10YR 6/2;0;C3;h1;Wf1
125;5;80;201;"I; tmeGor";Ut2;2.5Y 7/2;0;C4;h0;Wf0
126;1;0;9;"I; jAa";Su2;7.5YR 3/1;5;C0;h6;Wf6
126;2;9;20;"I; jAh-Go";Su2;7.5YR 4/2;5;C0;h4;Wf5
126;3;20;46;"II; nHw";Ha;10YR 2/1;0;C0;h7;Wf3
126;4;46;176;"II; nHr";Hnp;7.5YR 3/3;0;C0;h7;
126;5;176;201;"III; fFr";Fhh;7.5YR 2.5/1;0;C0;h7;
127;1;0;33;"I; Ap";Sl2;10YR 3/3;5;C0;h3;Wf3
127;2;33;50;"I; Al+Bv";Sl2;10YR 4/4;5;C0;h2;Wf2
127;3;50;70;"I; Bv-Al";Sl2;10YR 6/4;5;C0;h0;Wf2
127;4;70;97;"II; Btv";Sl3;10YR 4/6;4;C0;h0;Wf1
127;5;97;201;"II; ilCv";Sl3;10YR 5/6;2;C0;h0;
128;1;0;12;"I; tpAh";Tu3;10YR 3/2;0;C0;h5;Wf5
128;2;12;26;"I; tpSw-Ah";Tu4;10YR 4/2;0;C0;h3;Wf4
128;3;26;50;"I; tpGo-Sw";Lu;2.5Y 5/1;0;C0;h2;Wf2
128;4;50;60;"II; tpSd-Go";Tu3;5Y 4/1;0;C0;h3;Wf1
128;5;60;70;"II; tpoSd-tpGo";Tu2;2.5Y 3/1;0;C0;h6;
128;6;70;100;"III; nHw";Hnr;2.5Y 2.5/1;0;C0;h7;
128;7;100;201;"III; fnHr";Hnr;10YR 2/2;0;C0;h7;
129;1;0;10;"I; Aeh";fSms;7.5YR 2.5/1;0;C0;h4;Wf6
129;2;10;28;"I; rAep";fSms;7.5YR 3/1;0;C0;h3;Wf4
129;3;28;32;"I; Ahe";fSms;7.5YR 4/1;0;C0;h2;Wf4
129;4;32;52;"I; Bsh";fSms;5YR 3/3;0;C0;h2;Wf2
129;5;52;71;"I; Bs";fSms;5YR 4/4;0;C0;h1;Wf2
129;6;71;96;"I; Bs+ilCv";fSms;10YR 6/4;0;C0;h1;Wf1
129;7;96;140;"I; Gw";fSms;2.5Y 6/3;0;C0;h0;Wf0
129;8;140;201;"I; Gr";fSms;2.5Y 6/2;0;C0;h0;Wf0
131;1;0;10;"I; R-Ah";mSfs;7.5YR 3/1;0;C0;h4;Wf5
131;2;10;30;"I; R-rAp";mSfs;7.5YR 3/1;0;C0;h4;Wf4
131;3;30;50;"I; R+Ah+Bsh";mSfs;7.5YR 3/1;0;C0;h3;Wf2
131;4;50;68;"I; Bhs";mSfs;7.5YR 6/6;0;C0;h1;Wf1
131;5;68;97;"I; Bs-Gw";mSfs;2.5Y 7/2;0;C0;h0;Wf0
131;6;97;135;"I; Gw";fSms;2.5Y 6/4;0;C0;h0;
131;7;135;201;"I; Gr";fSms;2.5Y 6/2;0;C0;h0;
132;1;0;23;"I; Ap";mSfs;10YR 3/3;10;C0;h2;Wf2
132;2;23;53;"I; Bv";mSfs;7.5YR 5/4;8;C0;h0;Wf1
132;3;53;96;"II; ilCbtv";mSfs;10YR 6/4;4;C0;h0;
132;4;96;160;"II; ilCv";mSfs;10YR 6/4;3;C0;h0;
132;5;160;201;"II; elCn";mSfs;10YR 7/3;3;C3.3;h0;
134;1;0;12;"I; Ah";Sl2;10YR 3/3;3;C0;h3;Wf6
134;2;12;32;"I; rAp";Sl2;10YR 3/3;5;C0;h3;Wf4
134;3;32;54;"I; Sw";Sl3;10YR 4/2;4;C0;h1;Wf3
134;4;54;74;"II; Sd";Ls3;2.5Y 5/3;3;C0;h0;Wf2
134;5;74;160;"II; eSd";Ls3;2.5Y 5/3;3;C3.4;h0;
134;6;160;190;"II; eGo";Ls3;2.5Y 5/4;3;C3.4;h0;
134;7;190;201;"II; eGr";Sl3;2.5Y 5/1;3;C3.4;h0;
136;1;0;33;"I; Ap";Ls4;10YR 3/3;5;C0;h3;Wf4
136;2;33;70;"II; Bt-Sd";Ls3;10YR 5/4;5;C0;h1;Wf3
136;3;70;160;"II; Sd";Ls3;2.5Y 5/4;5;C0;h0;Wf2
136;4;160;201;"III; eSd";Ls3;2.5Y 5/3;2;C3.3;h0;
137;1;0;14;"I; Sw-Ah";Lt2;10YR 3/3;0;C0;h3;Wf5
137;2;14;30;"I; Ah-Sd";Tu3;2.5Y 4/2;0;C0;h2;Wf3
137;3;30;46;"I; P-Sd";Tu3;2.5Y 5/3;0;C0;h1;Wf1
137;4;46;70;"I; Sd";Tu3;2.5Y 5/4;0;C0;h0;
137;5;70;100;"I; Sd-ilCv";Tu3;2.5Y 6/3;0;C1;h0;
137;6;100;201;"I; eSd-lCv";Tu3;2.5Y 6/3;0;C3.4;h0;
138;1;0;12;"I; Ah";Sl4;10YR 3/3;4;C0;h3;Wf6
138;2;12;30;"I; rAp";Sl4;10YR 4/3;4;C0;h3;Wf4
138;3;30;53;"I; Sw-Al";Sl4;7.5YR 5/4;4;C0;h0;Wf2
138;4;53;74;"I; Swd-Bt";Sl4;10YR 4/6;4;C0;h0;Wf2
138;5;74;138;"II; ilCv";Sl4;10YR 5/4;4;C0;h0;Wf1
138;6;138;201;"III; elCv";Ls4;10YR 6/4;4;C3.4;h0;
140;1;0;39;"I; Ap";Su2;10YR 4/3;2;C0;h2;Wf3
140;2;39;59;"I; Sw-M";Su2;10YR 5/3;1;C0;h1;Wf2
140;3;59;74;"II; Sw";Su3;10YR 5/4;1;C0;h0;Wf1
140;4;74;120;"II; Swd";Slu;2.5Y 6/3;1;C0;h0;
140;5;120;177;"IV; Swd-ilCv";Sl4;2.5Y 5/3;4;C0;h0;
140;6;177;201;"V; Swd-elCv";Ls4;2.5Y 5/2;4;C3.3;h0;
141;1;0;13;"I; Ah";Sl3;10YR 3/3;4;C0;h3;Wf5
141;2;13;31;"I; rAp";Ls4;10YR 3/3;4;C0;h3;Wf4
141;3;31;50;"I; Sdw";Ls4;2.5Y 5/3;5;C0;h1;Wf2
141;4;50;100;"II; Swd";Ls4;2.5Y 6/3;3;C0;h0;Wf1
141;5;100;201;"III; elCv";Ls4;2.5Y 6/4;3;C3.4;h0;Wf0
144;1;0;32;"I; Ap";Su2;10YR 3/2;2;C0;h3;Wf3
144;2;32;52;"I; Ah-Sw";Su2;10YR 4/2;2;C0;h2;Wf2
144;3;52;72;"I; Sw";Su2;2.5Y 6/3;3;C0;h0;Wf0
144;4;72;120;"II; eSd";Sl4;2.5Y 6/3;3;C3.3;h0;Wf0
144;5;120;201;"III; eGr";Sl3;5Y 5/2;2;C3.3;h0;Wf0
145;1;0;33;"I; Ap";Su3;10YR 3/3;3;C0;h3;Wf4
145;2;33;66;"I; Sw-Bt+Al";Su3;10YR 5/3;3;C0;h0;Wf2
145;3;66;125;"II; Bt";Ls4;10YR 4/4;3;C0;h0;Wf1
145;4;125;195;"II; ilCv";Sl4;10YR 5/4;2;C0;h0;
145;5;195;201;"II; elC";Sl4;10YR 5/4;2;C3.3;h0;
146;1;0;32;"I; Ap";Sl3;10YR 3/2;3;C0;h3;Wf3
146;2;32;53;"I; Sw1";Sl2;2.5Y 6/3;2;C0;h0;Wf2
146;3;53;80;"I; Sw2";Sl2;2.5Y 6/2;2;C0;h0;Wf0
146;4;80;88;"I; Sw3";Sl2;2.5Y 6/2;10;C0;h0;Wf0
146;5;88;160;"II; eSd";Ls3;2.5Y 6/3;3;C3.3;h0;Wf0
147;1;0;30;"I; Ap";Sl3;10YR 3/2;2;C0;h3;Wf4
147;2;30;47;"I; M";Sl3;10YR 3/2;2;C0;h3;Wf3
147;3;47;67;"II; Al-Sw";Sl3;2.5Y 5/3;3;C0;h0;Wf1
147;4;67;201;"III; Bt-Swd";Ls4;10YR 5/4;3;C0;h0;
148;1;0;32;"I; Ap";Sl3;10YR 4/2;3;C0;h3;Wf3
148;2;32;74;"II; Sw+Sd";Ls4;10YR 5/8;3;C0;h0;Wf2
148;3;74;200;"II; Sd";Ls4;7.5YR 5/6;3;C0;h0;Wf2
149;1;0;20;"I; Ap";Sl3;10YR 3/2;3;C0;h3;Wf4
149;2;20;40;"I; Swd-Ap";Sl3;10YR 4/2;3;C0;h3;Wf2
149;3;40;68;"I; Al+Bt-Swd";Su3;10YR 7/3;3;C0;h1;Wf2
149;4;68;200;"II; Bt-Sd";Ls3;10YR 5/8;3;C0;h0;Wf1
150;1;0;30;"I; Ap";Sl2;10YR 4/2;3;C0;h3;Wf4
150;2;30;50;"I; Bhv";Su2;2.5Y 4/4;3;C0;h2;Wf2
150;3;50;70;"II; Bt+Al";Sl4;10YR 5/6;3;C0;h0;Wf2
150;4;70;200;"III; Bt";Ls3;10YR 5/8;2;C0;h0;Wf1
151;1;0;12;"I; jAh";Uls;10YR 3/2;0;C2;h3;Wf6
151;2;12;38;"I; jrAp";Uls;10YR 3/2;0;C2;h3;Wf4
151;3;38;70;"I; jelCv";Lu;10YR 4/3;0;C3.3;h2;Wf3
151;4;70;105;"I; tmeGo";Uls;2.5Y 5/2;0;C3.4;h0;Wf1
151;5;105;130;"I; tmeGro";Slu;2.5Y 5/2;0;C3.4;h0;
151;6;130;170;"I; tmeGor";Su3;GLEY1 4/5GY;0;C3.4;h0;
151;7;170;201;"I; tmeGr";Su3;NA;0;C3.4;h0;
152;1;0;8;"I; tboAh";Lt2;10YR 4/2;0;C0;h4;Wf5
152;2;8;33;"I; tborGo";Lt2;10YR 4/2;0;C0;h4;Wf4
152;3;33;52;"II; nrHv+Go";Hn;10YR 3/2;0;C0;h6;Wf2
152;4;52;72;"III; fAe°Go";Su2;5YR 6/1;0;C0;h1;Wf1
152;5;72;80;"III; fBh°Go";Su3;5YR 3/2;0;C0;h2;Wf1
152;6;80;110;"III; Go";Su2;10YR 6/4;0;C0;h0;Wf0
152;7;110;200;"III; Gor";Su2;5Y 6/2;5;C0;h0;
153;1;0;10;"I; Aa°Ah";Su2;2.5Y 2.5/1;2;C0;h5;Wf6
153;2;10;30;"I; Aa°rAp";Su2;2.5Y 2.5/1;3;C0;h5;Wf4
153;3;30;48;"I; Ae+Bh";Su2;10YR 6/2;3;C0;h2;Wf3
153;4;48;72;"I; rGo";Us;5Y 6/3;3;C0;h1;Wf2
153;5;72;120;"II; Go";Su2;2.5Y 7/4;0;C0;h0;Wf1
